suite_id,question,book_module,question_type,evidence_source,status,artifact_location,decision_reason,next_action
2024朝阳期中,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2024朝阳期中,第6题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2024朝阳期中,第10题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2024朝阳期中,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2024朝阳期中,第17题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2024海淀期中,ALL,必修四哲学,suite-level,manifest+v2-no-cite,module-boundary-excluded,Word 附录 C,v2 母版未引用本套卷哲学题；按模块边界处理,若用户提供新证据再回头复检
202404各区一模试题分类_按模块,ALL,必修四哲学,suite-level,user-confirmation,inventory-only,Word 附录 C：覆盖矩阵与证据边界,按模块汇编的试题集，分类哲学题已在对应套卷处理,no-op
2025东城一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城一模,第6题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025延庆一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025延庆一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025延庆一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025房山一模,第1题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025房山一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025房山一模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025房山一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025房山一模,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025房山一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳一模,第1题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳一模,第12题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀一模,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀一模,第8题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀一模,第22题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025石景山一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025石景山一模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025石景山一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025石景山一模,第10题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025石景山一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025石景山一模,第21题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城一模,第1题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城一模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025门头沟一模,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025门头沟一模,第6题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025门头沟一模,第7题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025门头沟一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025门头沟一模,第21题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025顺义一模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025顺义一模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025顺义一模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025顺义一模,第12题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025顺义一模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城二模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城二模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城二模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城二模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台二模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台二模,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台二模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台二模,第21题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025昌平二模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025昌平二模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025昌平二模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025昌平二模,第6题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025昌平二模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳二模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳二模,第3题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳二模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀二模,第9题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀二模,第10题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀二模,第12题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀二模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城二模,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城二模,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城二模,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025西城二模,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城期末,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城期末,第5题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025东城期末,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台期末,第4题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台期末,第7题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台期末,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025丰台期末,第17题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳期末,第2题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳期末,第7题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳期末,第9题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳期末,第16题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025朝阳期末,第22题,必修四哲学,subjective-or-choice,v2-master + cache (suite_bundle),included,Word 主体触发总表对应模块,v2 母版已用证据回填该题哲学触发；本轮 cache-first 复核保留,保留母版条目；如缓存复核发现冲突在 DECISION_LOG 记录
2025海淀期中,ALL,必修四哲学,suite-level,user-confirmation,module-boundary-excluded,Word 附录 C：覆盖矩阵与证据边界,user 已确认本套卷不含必修四哲学题,no-op
