title,suite,question,part,same_group,score,score_method,layer,layer_method,question_text
1. 2026西城一模Q20(2),2026西城一模,Q20,2,YES,8分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国—东盟自贸区3.0版是如何为区域发展和世界经济注入强劲动力的。
1. 2026西城一模Q20(2),2026西城一模,Q20,2,YES,8分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国—东盟自贸区3.0版是如何为区域发展和世界经济注入强劲动力的。
1. 2024西城一模Q19(6),2024西城一模,Q19,6,YES,,,NO,,面对新一轮前沿科技发展浪潮，结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。
1. 2026东城一模Q19(3),2026东城一模,Q19,3,YES,,,NO,,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。
2. 2024西城一模Q19(6),2024西城一模,Q19,6,YES,,,NO,,面对新一轮前沿科技发展浪潮，结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。
3. 2026海淀一模Q20,2026海淀一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。
4. 2025昌平二模Q21,2025昌平二模,Q21,,YES,8分,prompt,NO,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）
1. 2026东城一模Q19(3)规则对接维度,2026东城一模,Q19,3,YES,,,NO,,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。
2. 2024西城一模Q19(6),2024西城一模,Q19,6,YES,,,NO,,面对新一轮前沿科技发展浪潮，结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。
3. 2026海淀一模Q20中国标准与全球经济治理参与,2026海淀一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。
4. 2025昌平二模Q21稳外资行动提升全球经济治理话语权,2025昌平二模,Q21,,YES,8分,prompt,NO,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）
1. 2026东城一模Q19(3),2026东城一模,Q19,3,YES,8分,prompt,NO,,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。（8分）
1. 2026东城一模Q19(3),2026东城一模,Q19,3,YES,8分,prompt,NO,,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。（8分）
1. 2025海淀一模Q21(2),2025海淀一模,Q21,2,YES,6分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国外贸为何能连上两个万亿级台阶。（6分）
1. 2025西城期末Q20,2025西城期末,Q20,,YES,6分,prompt,NO,,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）
1. 2025西城期末Q20,2025西城期末,Q20,,YES,6分,prompt,NO,,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）
1. 2025西城期末Q20,2025西城期末,Q20,,YES,6分,prompt,NO,,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）
1. 2024朝阳一模Q21,2024朝阳一模,Q21,,YES,,,NO,,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。
1. 2025房山一模Q18(2),2025房山一模,Q18,2,YES,,,NO,,“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。
1. 2025门头沟一模Q19,2025门头沟一模,Q19,,YES,,,NO,,结合材料，运用《当代国际政治与经济》的相关知识，分析中国做“赋能型大国”的世界意义？
1. 2026石景山一模Q20,2026石景山一模,Q20,,YES,,,NO,,运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。
2. 2025朝阳一模Q20,2025朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国应如何应对全球产业链供应链新态势，在全球产业变革中赢得主动。
3. 2026丰台期中Q20,2026丰台期中,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“五大工程”如何推动中拉双方在各自现代化征程上并肩前行，共筑中拉命运共同体新篇章。
"1. 2025石景山一模Q17(2)""北京宣言""中的普惠包容全球化主张",2025石景山一模,Q17,2,YES,8分,prompt,NO,,"结合材料二，运用《当代国际政治与经济》知识，概述完善全球治理的""中国主张""。（8分）"
2. 2025昌平二模Q21稳外资举措推动开放包容全球经济格局,2025昌平二模,Q21,,YES,8分,prompt,NO,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）
3. 2026顺义二模Q20,2026顺义二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。
1. 2025东城期末Q20,2025东城期末,Q20,,YES,,,NO,,运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。
1. 2025东城期末Q20,2025东城期末,Q20,,YES,,,NO,,运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。
1. 2025东城期末Q20,2025东城期末,Q20,,YES,,,NO,,运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。
1. 2026门头沟一模Q20,2026门头沟一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。
1. 2026丰台期中Q20,2026丰台期中,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“五大工程”如何推动中拉双方在各自现代化征程上并肩前行，共筑中拉命运共同体新篇章。
1. 2026丰台期中Q20,2026丰台期中,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“五大工程”如何推动中拉双方在各自现代化征程上并肩前行，共筑中拉命运共同体新篇章。
1. 2026海淀一模Q20,2026海淀一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。
1. 2026门头沟一模Q21,2026门头沟一模,Q21,,YES,10分,source_q_heading,NO,,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。
1. 2026朝阳期末Q20,2026朝阳期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。
1. 2026朝阳期末Q20,2026朝阳期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。
1. 2026朝阳期末Q20,2026朝阳期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。
1. 2026东城二模Q20(3),2026东城二模,Q20,3,YES,7分,source_after_subquestion,NO,,结合材料三，运用《当代国际政治与经济》知识，分析购在中国与投资中国如何协同发力，释放我国独特的开放红利。
1. 2026东城二模Q20(3),2026东城二模,Q20,3,YES,7分,source_after_subquestion,NO,,结合材料三，运用《当代国际政治与经济》知识，分析购在中国与投资中国如何协同发力，释放我国独特的开放红利。
1. 2026东城二模Q20(3),2026东城二模,Q20,3,YES,7分,source_after_subquestion,NO,,结合材料三，运用《当代国际政治与经济》知识，分析购在中国与投资中国如何协同发力，释放我国独特的开放红利。
1. 2026房山二模Q20,2026房山二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析世界数据组织完善全球数据治理，服务全球数字经济发展的智慧。
1. 2026西城二模Q19(2),2026西城二模,Q19,2,YES,4分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。
1. 2024海淀期中Q16(2),2024海淀期中,Q16,2,YES,,,NO,,"结合材料，运用所学，分析企业和政府如何应对贸易摩擦带来的""出海""难题。"
1. 2025西城一模Q18,2025西城一模,Q18,,YES,,,NO,,结合材料，运用《经济与社会》《当代国际政治与经济》知识，说明特色产业链如何利用国内外资源开拓海外市场。
1. 2025朝阳二模Q21,2025朝阳二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
1. 2025西城二模Q19(2),2025西城二模,Q19,2,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。
1. 2025西城二模Q19(2),2025西城二模,Q19,2,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。
1. 2026通州期中Q20,2026通州期中,Q20,,YES,8分,hard,YES,added,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向、彰显担当”的理解。
2. 2024朝阳期中Q20(3),2024朝阳期中,Q20,3,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，以“数字驱动 商通全球”为主题撰写一篇短评。
3. 2026朝阳一模Q20,2026朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。
4. 2024朝阳二模Q20——完善全球气候治理基本原则与各方共识表格,2024朝阳二模,Q20,,YES,,,NO,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。
5. 2026西城期末Q20——参与全球气候治理中的中国实践,2026西城期末,Q20,,YES,,,NO,,结合材料，运用《国际政治与经济》知识，阐释参与全球气候治理中的中国实践。
6. 2024丰台二模Q19,2024丰台二模,Q19,,YES,6分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）
7. 2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,Q20,,YES,,,NO,,阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。
"8. 2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026延庆一模,Q19,2,YES,,,NO,,"结合材料二，运用《当代国际政治与经济》知识，说明中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴。"
"9. 2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片",2025顺义一模,Q20,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，说明""小而美""项目为何成为中国开展国际发展合作的亮点和名片。"
10. 2026海淀期中Q22(1)全球治理倡议中的共商共建共享治理观,2026海淀期中,Q22,1,YES,6分,prompt,NO,,运用《当代国际政治与经济》知识，说明全球治理倡议为什么能获得国际社会广泛认同。（6分）
"11. 2025石景山一模Q17(2)""北京宣言""中的共商共建共享全球治理观",2025石景山一模,Q17,2,YES,8分,prompt,NO,,"结合材料二，运用《当代国际政治与经济》知识，概述完善全球治理的""中国主张""。（8分）"
12. 2026朝阳二模Q20(1),2026朝阳二模,Q20,1,YES,4分,source_after_subquestion,NO,,依据材料，概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。
13. 2026朝阳二模Q20(2),2026朝阳二模,Q20,2,YES,6分,hard,YES,added,结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。
14. 2026房山二模Q20,2026房山二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析世界数据组织完善全球数据治理，服务全球数字经济发展的智慧。
15. 2026西城二模Q19(1),2026西城二模,Q19,1,YES,6分,source_after_subquestion,NO,,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。
16. 2026顺义二模Q20,2026顺义二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。
17. 2025朝阳期末Q21（中国特色大国外交中的共商共建共享观念）,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
1. 2026通州期中Q20,2026通州期中,Q20,,YES,8分,hard,YES,added,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向、彰显担当”的理解。
2. 2025东城一模Q20,2025东城一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。
3. 2025朝阳期末Q21,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
4. 2025顺义一模Q20,2025顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。
5. 2025石景山一模Q17(2),2025石景山一模,Q17,2,YES,8分,prompt,NO,,结合材料二，运用《当代国际政治与经济》知识，概述完善全球治理的“中国主张”。（8分）
6. 2026朝阳二模Q20(1),2026朝阳二模,Q20,1,YES,4分,source_after_subquestion,NO,,依据材料，概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。
7. 2025朝阳二模Q21（周边工作新局面中的国际关系民主化）,2025朝阳二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
1. 2026通州期中Q20,2026通州期中,Q20,,YES,8分,hard,YES,added,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向、彰显担当”的理解。
2. 2025海淀期中Q21(2),2025海淀期中,Q21,2,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。
3. 2024海淀二模Q18(1)多极化世界中的民主与全球治理,2024海淀二模,Q18,1,YES,8分,source_after_subquestion,NO,,任选一个议题，参考资料包中的内容，运用《当代国际政治与经济》知识，围绕所选议题写一篇时政述评。
"4. 2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",2025延庆一模,Q20,2,YES,,,NO,,假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。
5. 2025房山一模Q18(2)中国开源战略,2025房山一模,Q18,2,YES,,,NO,,"""中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。""结合材料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。"
6. 2024朝阳一模Q21,2024朝阳一模,Q21,,YES,,,NO,,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。
"7. 2024海淀期中Q21(2)新中国外交的""变""",2024海淀期中,Q21,2,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，分析新中国外交的""变""与""不变""。"
"8. 2024丰台二模Q19中国""答卷""如何彰显大国担当",2024丰台二模,Q19,,YES,6分,source_after_question,NO,,"结合材料，运用《当代国际政治与经济》知识，说明中国""答卷""如何彰显大国担当。"
9. 2024西城二模Q19中国答案的国际关系新思路,2024西城二模,Q19,,YES,,,NO,,结合材料，阐述中国答案所体现的处理国际关系的新思路。
10. 2026门头沟一模Q21,2026门头沟一模,Q21,,YES,10分,source_q_heading,NO,,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。
1. 2026朝阳一模Q20,2026朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。
2. 2025朝阳二模Q21,2025朝阳二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
3. 2025朝阳期末Q21,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
4. 2025门头沟一模Q19,2025门头沟一模,Q19,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》的相关知识，分析中国做""赋能型大国""的世界意义？"
5. 2026顺义一模Q20,2026顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。
6. 2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,Q20,,YES,,,NO,,阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。
"7. 2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026延庆一模,Q19,2,YES,,,NO,,"结合材料二，运用《当代国际政治与经济》知识，说明中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴。"
8. 2026朝阳二模Q20(2),2026朝阳二模,Q20,2,YES,6分,hard,YES,added,结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。
9. 2026顺义二模Q20,2026顺义二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。
1. 2025朝阳二模Q21,2025朝阳二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
1. 2026东城期末Q20四大全球倡议系统推动构建人类命运共同体,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
2. 2025朝阳二模Q21我国为什么要努力开创周边工作新局面,2025朝阳二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
3. 2024西城二模Q19,2024西城二模,Q19,,YES,,,NO,,结合材料，阐述中国答案所体现的处理国际关系的新思路。
4. 2025顺义一模Q20,2025顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。
5. 2026海淀期中Q22(1)全球治理倡议指引公正合理治理体系建设,2026海淀期中,Q22,1,YES,6分,prompt,NO,,运用《当代国际政治与经济》知识，说明全球治理倡议为什么能获得国际社会广泛认同。（6分）
6. 2026海淀一模Q20中国标准走出国门推动治理体制公正合理,2026海淀一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。
7. 2025石景山一模Q17(2),2025石景山一模,Q17,2,YES,8分,prompt,NO,,结合材料二，运用《当代国际政治与经济》知识，概述完善全球治理的“中国主张”。（8分）
8. 2026西城二模Q19(1),2026西城二模,Q19,1,YES,6分,source_after_subquestion,NO,,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。
9. 2026西城二模Q19(2),2026西城二模,Q19,2,YES,4分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。
10. 2026海淀二模Q20(2),2026海淀二模,Q20,2,YES,7分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。
11. 2026顺义二模Q20,2026顺义二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。
1. 2025西城二模Q19(2),2025西城二模,Q19,2,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。
1. 2024朝阳二模Q20,2024朝阳二模,Q20,,YES,,,NO,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。
2. 2026海淀期中Q22(1),2026海淀期中,Q22,1,YES,6分,prompt,NO,,运用《当代国际政治与经济》知识，说明全球治理倡议为什么能获得国际社会广泛认同。（6分）
1. 2024朝阳二模Q20,2024朝阳二模,Q20,,YES,,,NO,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。
1. 2024朝阳二模Q20,2024朝阳二模,Q20,,YES,,,NO,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。
1. 2024朝阳二模Q20,2024朝阳二模,Q20,,YES,,,NO,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。
1. 2025朝阳期末Q21,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
2. 2024顺义二模Q19(2),2024顺义二模,Q19,2,YES,8分,prompt,NO,,结合材料，综合运用《政治与法治》和《当代国际政治与经济》知识，说明我国积极推动新质生产力发展的原因。（8分）
3. 2026朝阳期末Q20,2026朝阳期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。
4. 2026房山二模Q20,2026房山二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析世界数据组织完善全球数据治理，服务全球数字经济发展的智慧。
1. 2024海淀二模Q18(1),2024海淀二模,Q18,1,YES,8分,prompt,NO,,任选一个议题，参考资料包中的内容，运用《当代国际政治与经济》知识，围绕所选议题写一篇时政述评。（8分）要求：观点明确；知识运用准确、贴切；论述合乎逻辑，条理清晰。
1. 2024西城二模Q19,2024西城二模,Q19,,YES,,,NO,,结合材料，阐述中国答案所体现的处理国际关系的新思路。
1. 2025朝阳期末Q21,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
1. 2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,Q20,,YES,,,NO,,阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。
2. 2025东城期末Q20——评价欧盟对中国新能源汽车征收临时反补贴税,2025东城期末,Q20,,YES,,,NO,,运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。
1. 2026西城二模Q19(2),2026西城二模,Q19,2,YES,4分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。
1. 2025东城二模Q20（国际关系民主化）,2025东城二模,Q20,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，写一篇关于""同球共济""精神和中国行动的小论文。"
