"suite_id","question","book_module","question_type","evidence_source","status","artifact_location","decision_reason","next_action","evidence_fragment","ledger_source_type","matched_file","strict_evidence_status","audit_note","score_terms_found","reference_terms_found","snippet"
"2025东城期末","20","选必一《当代国际政治与经济》","lecture-scoring","2025东城讲评 修改.pdf","included","选必一材料-触发-答题点总框架.md#18-反单边主义贸易保护主义逆全球化","讲评提供贸易保护主义、逆全球化、贸易自由便利等评分方向","none","2025东城讲评 修改.pdf","lecture-scoring","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|不得分|得分|替代|阅卷|说明|分）|分)","","[PAGE 1] 2025.1东城期末讲评 [PAGE 3] 哲学题，要先好好审一下设问！ 是什么意思？ 为什么这么说（传统文化的影响）？ 我们该怎么做？（启示） [PAGE 4] • 16. 结合材料，运用《哲学与文化》知识，谈谈你对“器以述史、物以载道”的理解 • 答案细则：是什么？为什么？怎么做？三层 • 第一层：器物是中华文化的载体（器物是中华文化的体现/器物是中华传统工艺等）。2分 （只写文化载体没有分） • 第二层： • （事物是普遍联系的，）何尊展现了中华文化源远流长、博大精深/具有强大的凝聚力和连 续性是中华民族共同文化特质的体现/是中华文明具有统一性和连续性的重要见证。2分 • 有利于筑牢中华民族共同体意识/共同价值观/文化认同/共同精神标识。1分（强调共同） • 有利于我们/传承中华优秀文化/ 坚定文化自信/ 有利于提升民族自豪感、凝聚力。（本层 共1分，出1点即可） • （事物是变化发展的，通过器物何尊，我们可以了解到中国一词的产生与发展的历史，了解 中华文明发展的历史） • 第三层：我们要正确发挥主观能动性，提高对器物价值的认识，做好搜集、保护、研究工作。 2分"
"2025石景山一模","17(2)","选必一《当代国际政治与经济》","main","2025石景山一模细则.doc","included","选必一材料-触发-答题点总框架.md#19-北京宣言中国之治与世界共享","旧doc转换成功；细则明确共商共建共享、国际关系民主化、普惠包容经济全球化、真正多边主义、联合国核心体系","none","2025石景山一模细则.doc","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|采意|赋分|分）","答案示例|示例","2024—2025学年第二学期高三政治统一练习非选择题评分细则 16.（8分）任务类型：辨析与评价（哲学与文化相关知识+解析观点阐明中华优秀传统文化的特点和当代价值） 分项 评分细则（0—8分）  哲学与文化相关知识 采点与采意赋分相结合。 选用“联系观、发展观、矛盾观”等相关哲理，对“不数既往，不能知将来；不求远因，不能明近果。”进行观点解析，阐明中华优秀传统文化的特点和当代价值，哲学与文化知识运用适切且表述精准、观点分析准确且阐述清晰，得8分。 表意正确但欠规范，酌情减分；机械照抄情境材料或罗列哲理，最高得3分；回答错误、答非所问或没有应答，0分。  解析观点阐明中华优秀传统文化的特点和当代价值   答案示例： 中华优秀传统文化源远流长、博大精深，中华文明具有突出的连续性、创新性、统一性、包容性和和平性，为人类文明作出了重大贡献。观点揭示了既往与将来、远因与近果之间的内在联系，启示我们以史为鉴，增强文化自信，延续民族文化血脉，推动国家发展；坚定维护国家的安全和统一，促进民族团结，铸牢中华民族共同体意识；坚持走和平发展道路，同其他文明交流互鉴，推动建立新型国际关系，"
"2026石景山一模","20","选必一《当代国际政治与经济》","main","2026石景山一模细则.doc","included","选必一材料-触发-答题点总框架.md#20-亚太合作共同开放包容","旧doc转换成功；细则明确共同利益、开放型区域经济、多边主义、破除贸易壁垒、经济全球化包容发展","none","2026石景山一模细则.doc","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|给分|赋分|分）","示例","石景山区2026年高三统一练习 思想政治试卷答案及评分参考 第一部分共15题，每题3分，共45分。 1．B 2．D 3．A 4．C 5．D 6．D 7．C 8．D 9．A 10．D 11．B 12．C 13．C 14．C 15．B 第二部分共6题，共55分。 16．（8分） 一方面，充分发挥市场在资源配置中的决定性作用。/企业深度挖掘潜在市场需求（1分），以技术创新为动力（1分），拓展应用场景，促进产业转型升级/(替换:以信息化推动生产发展、推动生产方式变革)（1分），实现新需求牵引新供给、新供给创造新需求的良性循环（1分）。另一方面，更好发挥政府作用。/完善制度适配体系，/加强市场监管、安全监管，/规范市场秩序（2分）；实施相关产业政策，突破技术落地瓶颈，/统筹规划基础设施建设，促进新型消费业态健康有序发展（2分）。（能从“两只手”层面统筹答案的，可加1分，最高不超过8分） 17．（14分）运用2个及以上观点进行正确分析，可得6-8分；运用1个观点进行准确分析，可得4-5分；正确使用1个观点，可得1-3分。 （1）可从规律、联系、发展、矛盾、文化传承与创新等角度回答。（8分） 等级水"
"2026朝阳一模","20","选必一《当代国际政治与经济》","main","2026朝阳一模细则.docx","included","选必一材料-触发-答题点总框架.md#3-国际竞争科技竞争产业链供应链竞争; #21-中国为全球发展注入稳定性和正能量","细则明确产业链供应链稳定、中国经验、大国责任、两个市场两种资源、高水平对外开放、贸易投资自由化便利化","none","2026朝阳一模细则.docx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|标准|给分|不得分|得分|替代|阅卷|说明|赋分|分）","答案示例|示例","北京市朝阳区2025-2026学年度第二学期一模质量监测 高三思想政治主观题阅卷细则 结合材料。运用《哲学与文化》知识，分析中国农历所蕴含的独特智慧。 （8分） 给分分值分配（共8分，建议答3-4个角度） 1. 必答角度（2个，共5分）： ①尊重客观规律与发挥主观能动性的辩证关系。3分（核心哲学考点） ——紧扣“独特智慧”（历法是人们认识自然界时间变化规律的智慧结晶） ②中华优秀传统文化的特点、价值，文化自信。2分（核心文化考点） ——紧扣“中国农历” 选答角度（共3分，哲学/文化任选，不重复给分）： 哲学类（认识论/实践与认识、联系观/系统优化、对立统一）；文化类（文化创新、文化的功能等）。每答对1个且结合材料，得2-3分，累计不超过3分。 注意：只写原理不结合材料，该知识点给1分，答案纯罗列知识的最高3分；只抄材料不写原理，该知识点不得分。 答案示例： 中国农历以日月运行的客观规律为基础，同时通过“十九年七闰”协调历法差异、创制二十四节气，发挥主观能动性认识和利用规律，实现了尊重客观规律与正确发挥主观能动性的统一。 农历将阳历与阴历有机结合，统筹天文、物候与农事安排，注重把握事物之"
"2024顺义二模","19(2)","选必一《当代国际政治与经济》","main","2024顺义思政二模细则.docx","included","选必一材料-触发-答题点总框架.md#3-国际竞争科技竞争产业链供应链竞争","细则明确国际竞争实质、综合国力、国家利益、国际话语权、世界多极化","none","2024顺义思政二模细则.docx","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","标准|得分|分）","答案示例|示例","基本原理为指导，努力探索中国社会主义建设和改革特殊规律的过程，它体现了矛盾的普遍性与特殊性、共性与个性的具体的历史的统一。这些城市的先进经验为中国无废城市建设提供了宝贵的参考和借鉴，同时也展示了中国在环境保护和可持续发展领域取得的显著成就。 （2）答案示例 针对大拆大建追求光鲜亮丽的开发倾向，加剧固体废物的产生这一问题。住建委、规划委等相关部门在尊重城市建设发展规律的前提下，运用超前思维的矛盾分析法，做出科学的判断和预见，把固体废物资源化和清洁生产相结合，实现经济效益与社会效益相统一，推动“无废城市”建设。 （其他角度分析论证，言之有理，即可得分） 17．（7分） ①财产制度规范民事主体的财产关系，坚持物权平等保护原则，依法有效保护各种所有制经济组织和公民的财产权，确定财产归属，增强人民群众的财产财富安全感，增强社会信心，稳定市场主体投资、交易预期，促进财产的流通使用，促进经济社会持续健康发展和国家长治久安。 ②建立财产权保护的长效机制，保护财产权，就是保护劳动、保护发明创造、保护和发展生产力，贯彻创新驱动发展战略，增强各类经济主体创新创业动力，促进经济高质量发展。 ③完善产权制度，促"
"2024海淀期中","21(2)","选必一《当代国际政治与经济》","main","2024海淀期中细则.pdf","included","选必一材料-触发-答题点总框架.md#23-中国外交的变与不变","细则明确新中国外交阶段、和平与发展、联合国体系、国家安全和主权独立、外交政策","none","2024海淀期中细则.pdf","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|给分|得分|替代|说明|赋分|分）","参考答案","[PAGE 1] 海淀区小学教师在线研修课程 2024-11-08 [PAGE 2] ➢指导思想： 以习近平新时代中国特色社会主义思想为指导，贯彻党的二十大及历次全会精神和 新时代学校思政课建设推进会精神，全面贯彻党的教育方针，落实立德树人根本任务， 体现新时代教育评价改革要求，紧扣重大主题，坚持素养评价、精神塑造、价值引领相 统一。 ➢命题意图： 检测与评价、激励与发展。对高三学生的学习现状进行定量分析，为改进学科教学、 复习备考提供参考。 ➢命题依据：课程标准，部编教材，相关文件要求。 [PAGE 3] 必修2 必修3 选择性必修1 合计 客观题题号 1-6 7-11 12-15 1-15 主观题题号 16（1）、17、 20 18、19、21（1） 16（2）、 21（2） 16-21 必修2 必修3 选择性必修1 合计 客观题分值 18 15 12 45 主观题分值 19 21 15 55 合计 37 36 27 100 [PAGE 4] A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 375 6.59 4001 70.29 222 3.9 10"
"2025海淀二模","21","选必一《当代国际政治与经济》","main","2025海淀二模细则.docx","included","选必一材料-触发-答题点总框架.md#22-中国作为最大发展中国家国际政治经济格局重要力量; #30-中国需要联合国联合国需要中国","细则明确联合国地位、多边主义最佳场所、中国开展多边合作平台、中国维护联合国体系","none","2025海淀二模细则.docx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|给分|替代|分）|分)","","16题 17题 18题 1.回避 1分 2.被告...包装 1分 3.未经许可使用商标权/侵犯商标权((要和2对应)1分 4.……的材料/或书证、物证、证词类的例子 1分(要合理) 5.老字号 /知名度/无侵权(没有损害原告权益)/被告拥有的在先权利(要和4对应)1分 6.抢注/抢先注册/恶意注册/损害在先权利/用法条32条 1分 7.诚信/公平/守法和公序良俗/公序良俗 1分 8.市场秩序/营商环境/社会主义核心价值观/中华传统美德/公平竞争1分 9. 第一层 获得新知:学习了...法律知识/了解“行使权利有边界” 证据对诉讼得价值/了解法庭审理得内容和流程 第二层 感受公正:程序公正/结果公正/以事实为依据，法律为准绳/体现公正司法 第三层 体会价值:有利于维护老字号企业合法权益/有助于传承中华优秀传统美德/社会主义核心价值观/有助于维护良好市场秩序 备注:以上中三个层次4分，两个层次3分一个层次2分 19题 1、数字化/互联网/模式 1分 节约成本/便利交易/提高华农收入 1分 2、完善基础设施 /物流体系 1分 -扩大国际市场/推进高水平对外开放/落实开放发展理念1分 3、政府"
"2024朝阳一模","21","选必一《当代国际政治与经济》","main","2024朝阳一模细则.pptx","included","选必一材料-触发-答题点总框架.md#4-国家安全是最高国家利益","综合经济形势题；评分细则明确要求从政治多极化、经济全球化维度写总体国家安全观、主权安全发展利益、国际分工合作和高水平对外开放；只取选必一部分","none","2024朝阳一模细则.pptx","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\细则\2024朝阳一模细则.pptx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|替代|说明|分）","示例","域当时广泛生长着竹子，以上推理成立。（ 2 分） 结合材料分析，踩意。 [ppt/slides/slide46.xml] 20 （ 2 ）示例： 前提 1: 只有 A 区域古代气候温暖， A 区域古代才有可能生长竹子。 前提 2:A 区域古代广泛生长着竹子 细则： 1 每个前提 2 分，共计 4 分，前提中要表达出 A 区域古代气候温暖是 A 区域古代生长竹子的必要条件； 2 前提中如果没有出现“古代”“当时”等严谨的时间表述扣 1 分。 [ppt/slides/slide47.xml] 1. 立意：科学认识我国当前经济形势，唱响中国经济光明论，驳斥错误言论。 2. 精准把握问题设计，分解问题： （ 1 ）我国当前经济形势是什么？ （ 2 ）如何在 变局 中推动中国经济发展？ 3. 概括 每张 资料卡的主旨 ，全面 认识 我国经济形势。 4. 针对 变局 （国际形势、外部环境），推动中国经济高质量发展。 [ppt/slides/slide48.xml] 参考示例： 进入新时代，我国经济长期向好的基本面没有变：经济总量持续增长、经济增速保持稳健，进入了以创新、协调、绿色、开放、共享的新发"
"2025门头沟一模","19","选必一《当代国际政治与经济》","main","2025门头沟一模细则.doc转换文本 + 教师版PDF题面/答案对读","included","选必一材料-触发-答题点总框架.md#24-赋能型大国","细则明确第19题运用《当代国际政治与经济》分析中国做赋能型大国的世界意义；包含经济全球化、中国责任、国际公共产品、全球治理和新型国际关系链条","none","2025门头沟一模细则.doc转换文本 + 教师版PDF题面/答案对读","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|给分|阅卷|说明|分）","","第16题评分细则 1.仅从文化角度分析给4分（出现如下关键词中的任意1个得1分，但最高得4分）。 ——创造性转化创新性发展、满足人民的文化权益、文化传承与创新、增强文化自信、文化认同、文化反作用于经济、其它言之有理的关键词。 2.又能从哲学的角度分析加2分（能出现如下哲学原理中的任意1个且能结合材料进行分析即可）。 ——联系的观点看问题、发展的观点看问题、对立统一的观点看问题（文化传承与科技创新之间存在矛盾，但数字化转型实现了二者的统一，既保护和传承了文化，又借助科技实现了创新）、价值判断和价值选择的标准（符合社会发展的需求，满足了人们对文化生活的更高追求）。 17细则： 1.全过程人民民主/3最/协商民主是社会主义民主特有形式和独特优势/国体等 1分 2.民主集中制/人大与人民/人大与其他国家机关关系 1分 3.政协职能，必须有政治协商或参政议政 1分 中国共产党与各民主党派长期共存、互相监督、肝胆相照、荣辱与共的关系 1分 4.5民主，必须要出现民主协商 /多元主体共建共治、共商共享/保障4权/直接行使民主权利 1分 党和党员作用/4个自我等不给分 国家治理体系治理能力现代化 可适"
"2025朝阳二模","21","选必一《当代国际政治与经济》","main","2025朝阳二模细则.docx","included","选必一材料-触发-答题点总框架.md#25-周边工作新局面","细则明确运用《当代国际政治与经济》说明开创周边工作新局面；按中国、区域、世界三个主体回填周边外交、区域贸易投资自由化便利化、新型国际关系、国际关系民主化和命运共同体","none","2025朝阳二模细则.docx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|给分|阅卷|说明|分）","参考答案","摄像头不能超出合理范围，在安装摄像头可能会给孙女士的隐私等合法利益造成侵害的情况下，安装前应当尽到妥善的注意义务。 | 刘先生和孙女士作为不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系。 | （2）（2分） | 建议刘先生在及时拆除摄像头，并清除已拍摄的孙女士及家人的视频信息。 || 评分细则、答案变通说明： | （1）（8分） | ①定性 | 刘先生侵犯了孙女士的隐私权，2分 | 注意：隐私权，如果字写错了，不给分。比如，侵、稳等。 | 必须是在侵权框架内才给分 | 应当承担侵权责任。 1分 | ②确权——共有 | 根据民法典的规定/楼道属于双方各自专有部分以外的共有部分，双方享有共有和共同管理的权利。 1分 | ③解释隐私权 | 摄像头拍摄到的孙女士家的日常进出信息 事实分析1分 | 注：事实部分，不能说照到家门口、或者拍到信息，就给分。要有材料中的“日常出行规律及其他动态信息”才给分。 | ④分析过错 | 刘先生主观上具有过错 1分 | 刘先生虽有权保障自身财产安全，但安装设备范围、功能已超出必要限度。/ | 刘先生使用摄像头超出合理范围"
"2025西城二模","21(2)","选必一《当代国际政治与经济》","main","2025西城二模细则.docx","included","选必一材料-触发-答题点总框架.md#24-赋能型大国","细则明确中国对最不发达国家零关税、开放中国市场、共享发展机遇，落到中国担当、普惠包容经济全球化、开放型世界经济、共同发展和持久和平","none","2025西城二模细则.docx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|说明|分）","示例","西 城 区 高 三 模 拟 测 试 试 卷 思想政治答案及评分参考 2025.5 第一部分共 15 题，每题 3 分，共 45 分。 1．A 2．D 3．A 4．C 5．B 6．C 7．C 8．D 9．D 10．C 11．A 12．B 13．A 14．D 15．B 第二部分共 5 题，共 55 分。 16．（14分） （1）（6分）可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度作答。 如：角度1：把发挥主观能动性与尊重客观规律相结合。规律是客观的，人们正确发挥意识的能动作用，认识和把握自然规律，有效地指导生态保护的实践，把废弃水井变成了动物乐园。 角度2：具体问题具体分析。在矛盾普遍性原理的指导下，分析矛盾的特殊性，找到解决问题的办法。管理处工作人员充分利用村落遗址的条件，具体分析不同体型动物的需求特点，营造攀爬台阶和蓄水池，化不利为有利，实现了生态保护的目的。 角度3：发挥价值观的导向作用。价值观对人们认识改造世界的活动有重要的导向作用，影响人们对事物的评价和行为选择。工作人员树立了人与自然和谐的生态价值观，尊重自然、保护自然，有效保护了生物多样性。 "
"2026丰台一模","19","选必一《当代国际政治与经济》","main","2026丰台一模细则.pptx","included","选必一材料-触发-答题点总框架.md#26-全球可持续发展","细则明确用《当代国际政治与经济》说明中国在全球可持续发展中的大国情怀与担当，采联合国2030议程、多边主义、共商共建共享全球治理观和负责任大国贡献","none","2026丰台一模细则.pptx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|给分|不得分|得分|阅卷|说明|分）","参考答案|示例","期第一次练习 —— 主观题阅卷说明 [ppt/slides/slide10.xml] 四、学生 问题及建议 知识和材料不对应， 分析不到位 [ppt/slides/slide11.xml] 四、学生 问题及建议 1. 明确模块范围，注意 兼顾 哲学与文化。 2. 审准设问，加强材料关键信息的提取训练，围绕主要观点进行 作答。 3. 多角度展开，规范使用学科术语，训练作答逻辑（整体逻辑框架和某一维度的 表述） 4. 深刻 理解哲学原理， 通过训练 提高精准选用哲学观点的能力。 [ppt/slides/slide12.xml] 五、复 练试题 [ppt/slides/slide13.xml] 五、复 练试题 [ppt/slides/slide14.xml] 一、试题分析 知识板块：政治与法治 能力板块：解释与论证 在 法治轨道上推进新时代生态文明建设，全面推进美丽中国建设，加快推进人 与 自然和谐共生的现代化，实现永续发展。 [ppt/slides/slide15.xml] 立法过程 法典内容 宣告了什么？（侧重理念） 规划了什么？（侧重实践） 材料逻辑 设问逻辑 起点 [ppt/slid"
"2026朝阳期中","17","选必一《当代国际政治与经济》","main","2026朝阳期中细则.docx","included","选必一材料-触发-答题点总框架.md#27-人工智能","细则明确处理自力更生与对外开放、发展与安全、中国发展与世界发展三组关系；只回填国际合作、经济全球化、开放型经济、国家安全和公共产品部分","none","2026朝阳期中细则.docx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|标准|阅卷|分）","","北京市朝阳区2025-2026学年度第一学期期中质量监测 高三思想政治主观题阅卷细则 16.结合材料，运用《经济与社会》知识，分析绿色金融“点绿成金”对我国经济高质量发展的驱动作用。（8分） 绿色金融锚定新发展理念，为经济高质量发展注入可持续动力。 绿色信贷：以绿色转型推动产业升级 2分（材料分析1分+驱动作用1分） 发挥绿色信贷赋能企业发展优势，助力传统产业节能减排、向循环经济转型，既提高资源利用效率、落实生态保护，也促进传统产业与绿色发展模式的协同升级，为经济高质量发展筑牢绿色产业基础。 绿色保险：以风险保障激活创新动能 2分（材料分析1分+驱动作用1分） 推广绿色保险金融产品，为绿色能源等项目提供风险保障，稳定市场对绿色产业的投资预期，为企业在绿色技术研发、模式创新等方面提供更稳定的环境，助力绿色产业持续壮大。 绿色债券：以融资支持带动协同共享 2分（材料分析1分+驱动作用1分） 绿色债券为新能源企业提供融资渠道和途径选择，有助于完善基础设施建设和提升企业自主创新能力，带动绿色产业链发展，创造大量就业岗位，让产业发展成果惠及更多群体。 绿色金融：以资源优化助力绿色发展 2分 （材"
"2025朝阳期末","21","选必一《当代国际政治与经济》","main","2025朝阳期末讲评/细则文本","included","选必一材料-触发-答题点总框架.md#28-中国特色大国外交","细则明确用《当代国际政治与经济》说明中国特色大国外交如何为中国式现代化营造外部环境，覆盖外交政策、总体国家安全观、世界多极化、联合国体系和经济全球化","none","2025朝阳期末讲评/细则文本","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf","rubric-or-scoring-context","Manual rg inspection confirmed OCR scoring/rubric context; separate scoring rules from answer prose.","manual-confirmed","","写 出 車 0 乙 的 话 尔 符 谷 嫔 芮 的 符 逗 辑 要 点 2 ： 甲 的 话 ： 要 点 3 ： 乙 的 话 ： 要 点 4 ： 丙 的 话 ： 20 ， （ 10 分 ） 能 够 与 鴟 不 可 错 误 违 反 了 排 中 伺 时 否 定 了 蜘 非 »( № 不 能 同 瘕 必 有 0 ） ， 应 该 结 合 材 料 说 阳 能 够 写 一 属 予 自 相 矛 盾 违 反 饣 茅 不 律 同 时 肯 定 了 怔 和 非 能 同 真 宓 有 二 假 的 应 该 结 合 材 料 说 明 能 够 写 出 然 喱 符 谷 段 论 的 推理规跹@可河出羥以则》 推 理 前 真 卖 推 理 构 毋 确 能 运 用 侵 权 责 任 、 过 错 责 任 等 知 识 ， 从 法 律 依 据 、 法 律 事 实 、 法 律 责 任 等 层 面 作 答 。 阅 卷 前 制 定 的 参 考 答 案 ： 能 迲 角 侵 这 责 过 错 聋 在 等 知 慎 《 从 法 律 依 巛 法 律 事 实 0 律 责 任 等 原 面 作 答 《 理 由 ： ． 原 告 凭 借 对 外 授 权 “ 拥 堵 "
"2026延庆一模","21(2)","选必一《当代国际政治与经济》","main","2026延庆一模细则.docx","included","选必一材料-触发-答题点总框架.md#29-绿色能源国际合作","细则明确绿色能源国际合作与全球能源治理，采共同利益、一带一路、经济全球化、共商共建共享全球治理观、新型国际关系和人类命运共同体","none","2026延庆一模细则.docx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|每个角度|替代|分）|分)","","延庆区2025-2026学年高三模拟试卷评分细则 思想政治 第一部分共15题，每题3分，共45分。 第二部分共5题 共55分。 16.（7分） 可从矛盾观、群众观点、矛盾特殊性、辩证否定观、文化的传承与创新等角度作答。 17. (8分) 坚持以人民为中心，聚焦停车、休闲等民生需求精准施策； 出台《北京市桥下空间使用管理办法》，以法治思维进行桥下空间治理；切实履行政府职能通过跨部门协同治理，统筹多部门推进工程，形成治理合力，提升政府治理效能；依托科技手段实现实时监测推进治理能力现代化，完善长效治理机制。 评分细则：理论1分+材料1分X4 理论：以人民为中心/人民满意；1分 法治政府建设/依法行政/法治思维；1分 职能科学；1分 智能高效；1分 18.（15分） （1）（8分） M公司涉嫌侵犯李某的肖像权、名誉权；侵犯消费者的知情权；进行虚假和引人误解的商业宣传，构成不正当竞争。 诉讼请求：停止侵害、赔偿损失、承担诉讼费用、赔礼道歉。 事实与理由：M公司未经李某允许，利用AI技术合成李某形象用于虚假直播营销活动，不当攫取流量。M公司的行为侵犯了李某的肖像权，虚假宣传也在一定程度上影响了李某"
