"suite_id","question","book_module","question_type","evidence_source","status","artifact_location","decision_reason","next_action","evidence_fragment","ledger_source_type","matched_file","strict_evidence_status","audit_note","score_terms_found","reference_terms_found","snippet"
"2026房山一模","19","选必一《当代国际政治与经济》","main","2026房山一模细则.docx","included","选必一材料-触发-答题点总框架.md#8-海南自贸港封关制度型开放","混合经济题，细则明确海南自贸港制度型开放、全球资源要素、贸易投资自由化便利化、国际循环、全球分工合作和普惠包容经济全球化；只回填选必一国际经济链","none","2026房山一模细则.docx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|得分|阅卷|说明|赋分|分）","答案示例|示例","民法治观念/普法宣传/全民守法 ♣1分 AI行业：规范AI行业发展/促进技术创新/积极承担社会责任/经济效益与社会效益统一/为AI行业发展营造良好的法治环境 ♣1分 公正司法/为同类案件的审理提供了司法借鉴、依据 ♣1分 法治社会/法治中国/国家治理体系和治理能力的现代化 ♣1分弘扬践行社会主义价值观/中华优秀传统美德/依法治国和以德治国相结合 18.（1）答案示例（6分） 北京立足实践,坚持系统治理，统筹四大结构调整，实现整体推进；坚持久久为功，以日积月累推动空气质量稳步提升，实现从量变到质变；坚持精准施策，聚焦重点领域，分区分类、“一企一策”，做到具体问题具体分析。 18（1）细则 （1+1）*3=6分 ♣2分 治理路径一：整体性/分析与综合/联系/系统优化 ♣2分 治理路径二：矛盾分析法/具体问题具体分析/两点论与重点论统一/分析与综合 ♣2分 治理路径三：动态性/质量互变/发展 ♣1分 立足实践/注重实践 总分值不超过6分 18（2）答案示例（8分） 坚持党的领导，编纂生态环境法典提供根本政治保证；立足建设美丽中国的国情实际，聚焦生态环境治理重点，立良善之法，立管用之法；遵循法"
"2026朝阳期末","19","选必一《当代国际政治与经济》","main","2026朝阳期末细则.pdf OCR render page_003","included","选必一材料-触发-答题点总框架.md#8-海南自贸港封关制度型开放","System.Object[]","none","2026朝阳期末细则.pdf OCR render page_003","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\细则\2026朝阳期末细则.pdf","rubric-or-scoring-context","Manual rg inspection confirmed OCR scoring/rubric context; separate scoring rules from answer prose.","manual-confirmed","","为 结 合 材 料 进 行 言 之 有 理 的 说 明 （ 涉 及 知 识 ： 教 材 第 41 页 ， 如 果 没 有 前 一 种 事 物 情 况 就 一 定 没 有 后 一 种 事 物 情 况 ， 前 一 种 悄 况 就 是 后 一 种 悄 况 的 必 要 条 件 。 ） 赋 分 点 1 ： 乙 的 推 理 正 确 ， 1 分 （ 两 个 都 判 断 错 了 ， 有 详 细 分 析 的 酌 情 给 一 点 分 ） 赋 分 点 2 ： 乙 的 推 理 前 提 正 确 （ 真 实 ), 而 且 结 构 正 确 ， 符 合 逻 辑 规 则 。 1 分 可 以 替 换 为 指 明 其 是 充 分 条 件 赋 分 点 3 ： 进 行 充 分 条 件 假 言 推 理 ， 如 果 肯 定 了 假 言 判 断 的 前 件 ， 结 论 就 可 以 肯 定 假 言 判 断 的 后 件 。 ] 分 可 以 替 换 为 肯 定 前 件 式 賦 分 点 4 ： 结 合 法 条 说 明 “ 对 他 人 提 供 的 严 重 失 实 内 容 禾 尽 到 合 理 核 实 义 务 "" 是 承 担 侵 权 资 任 的 "
"2026东城期末","20","选必一《当代国际政治与经济》","main","2026东城期末细则.pptx","included","选必一材料-触发-答题点总框架.md#14-四大全球倡议全球治理倡议","System.Object[]","none","2026东城期末细则.pptx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\细则\2026东城期末细则.pptx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|标准|说明|赋分|分）","示例","[ppt/slides/slide1.xml] 2025-2026A 东城高三政治期末 选择题详解 2026.1 [ppt/slides/slide10.xml] ① ② ③ ④ ④ √ ① √ → ③ × ④ × → ② × ① √ ③ √ 矛盾关系 必有一真一假 4 句话仅有 1 句是真的，必然出在吴老师 / 王老师中，因此周老师和郑老师说的都是假话。 周老师为假：④ × （人机赛跑不会达标） 郑老师为假：④ × 且②√（人机赛跑不会达标， AI 主题闯关会达标） 保真：④ × 且②√ 保假： ④√ 或 ② × ① √ ② × ③√ ①√ ②√ ③ × ②√ ④ × [ppt/slides/slide11.xml] 第 7 题解析：四位老师的发言中，吴老师和王老师的发言形成矛盾关系，必有一真一假。四位老师只有一位预测为真，因此周老师和郑老师预测都为假。 周老师预测为假，则真实结果为“人机赛跑”不达标；郑老师预测为假，则真实结果是“人机赛跑”不达标，且“ AI 主题闯关”达标。 那么设问要求“不可能为真”的情况是“人机赛跑”达标或“ AI 主题闯关”不达标。只有 A 选项“‘ AI "
"2024东城二模","20","选必一《当代国际政治与经济》","main","20小题二模阅卷总结.docx","included","选必一材料-触发-答题点总框架.md#14-四大全球倡议全球治理倡议","三大倡议评分链明确路径+效果+总论，属于当代国际政治与经济硬评分源","none","20小题二模阅卷总结.docx","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|阅卷|赋分|分）","参考答案|示例","高三政治一模阅卷总结 2024.4.10 组长： 赵赛 || 组长： 赵赛 || 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） || 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） || 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 参考答案 || 可从中国共产党的领导、中国特色社会主义制度优势、中华民族精神等角度回答。 | 等级赋分（7分） || 可从中国共产党的领导、中国特色社会主义制度优势、中华民族精神等角度回答。 | 等级赋分（7分） || 可从中国共产党的领导、中国特色社会主义制度优势、中华民族精神等角度回答。 | 等级赋分（7分） || 可从中国共产党的领导、中国特色社会主义制度优势、中华民族精神等角度回答。 | 等级赋分（7分） 试题分析 || 本题设问是"
"2025顺义一模","20","选必一《当代国际政治与经济》","main","2025顺义一模细则.docx","included","选必一材料-触发-答题点总框架.md#17-中非合作全球南方南南合作","小而美发展合作项目，细则明确正确义利观、共商共建共享、大国担当、开放包容普惠经济全球化和国际关系民主化","none","2025顺义一模细则.docx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|给分|每个角度|替代|阅卷|说明|赋分|分）","参考答案","顺义区2025年高三统一测试参考答案（2025.3） 思想政治 第一部分 本部分共15题，每题3分，共45分。 1.A 2.C 3.B 4.D 5.B 6.C 7.A 8.C 9.B 10.A 11.D 12.C 13B 14.D 15.A 第二部分 16.（8分） 可从联系、发展、矛盾、中华文化与中华文明、文化功能等角度作答。 文化角度：文化载体、文化功能、中华文化与中华文明、双创 双创——以文化载体承载中华优秀传统文化——创造性转化、创新性发展（转化为符合时代特点和要求的新内涵和新的呈现形式，如当代价值、《哪吒2》、黑悟空、唐宫夜宴等）——满足人民多样化、多层次、多方面的精神文化需求，增强文化自信 哲学角度：规律（文化发展规律）、联系（文化与科技融合）、发展（发展的普遍性、质量变）、矛盾（对立统一、普特关系）、价值观等 联系——文化与科技融合——借助3D建模、动态水墨等技术手段——展现中华文化与中华文明 发展——发展的普遍性——人类社会和人的认识都是不断发展的——“古老的”的优秀传统文化借助科技焕发新的生机与活力 矛盾——具体问题具体分析——“古老的”中华优秀传统文化，各具特色——"
"2025东城一模","20","选必一《当代国际政治与经济》","main","2025东城一模细则.pdf","included","选必一材料-触发-答题点总框架.md#5-共同利益是合作基础; #17-中非合作全球南方南南合作","元首外交、自贸协定、一带一路和全球南方；细则明确共同利益、高水平开放、经济全球化优化、全球治理和中国特色大国外交","none","2025东城一模细则.pdf","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","标准|替代|说明|分）","","友善的社会主义核心价值观； 守望相助、尊老敬老的中华优秀传统美德； 社会层面：社会和谐、良好的社会氛围、对社会的引领和示范作用 （注意：2 个点至少要出现1 次具体内容，如友善、守望相助、孝老爱亲等，如果没有任何 具体内容，该层最高2 分） （二）学生表现和问题 ①解决机制（1 分）： 学生问题：写“协商”、或写了多种方式且其中有错误，如“仲裁、诉讼”0 分 ②柳某与医院的案例（3 分） 学生问题： 1.主体不清，如表达为：维护其合法权益，规范其行为，不知道在说医院还是劳动者； 或者只强调有利于双方行使权利、履行义务，不分析本题情境，即更注重劳动者权利和义务 相统一。 2.强调维护劳动者合法权益，脱离了本题情境。 3.不使用“权利”“义务”等法律词汇分析意义，只从“诚信”一个角度大篇幅说明（材料 已给）。 ③顾氏三兄弟照顾老人案例（4 分） [PAGE 5] 学生问题： 1.没有写第一层“遗产管理制度”。忽视了材料中“遗产管理人”“分割决定书”以及表格 以案说法中“符合民法典”规定的信息，未从遗产分配、遗产管理的角度思考。 2.社会主义核心价值观/中华优秀传统美德/社会角度层次，不出现"
"2025房山一模","18(2)","选必一《当代国际政治与经济》","main","2025房山一模细则.pdf","included","选必一材料-触发-答题点总框架.md#24-赋能型大国中国以自身发展助力世界现代化","技术共享和国际合作题；细则明确开放型世界经济、经济全球化、联合国宗旨原则和全球治理","none","2025房山一模细则.pdf","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|不得分|得分|替代|分）","示例","具有教育功能的场所是保护和传承人类文明的重要殿堂； 博物馆是具有教育功能的场所； 所以，博物馆是保护和传承人类文明的重要殿堂。 细则： 前提为真，推理结构正确（符合三段论基本规则）4 分 只写出前提（正确），没写结论3 分 其他错误不得分 （3）（4 分） 示例： ①运用发散思维中的借用方法，开发“考古探秘+角色扮演”沉浸式研学路线，感受西周建城历史， 打造多维体验。 [PAGE 2] ②运用逆向思维，对青铜器等文物的存在状态做转换性思考，利用AI 生成动态视频等，扩大年轻 群体关注度。 细则： 1.任一个思维+合理建议2 分；创新思维的三个特征角度提合理建议2 分，2 点4 分 2.两条建议能知识和建议结合，但不够严谨；有一个知识和建议结合较好，另一个没理论但建议合 理，知识堆砌、写很多点知识，建议结合不好，最高3 分； 3.有知识，但建议与知识不匹配，或建议空、大，或只对知识进行解释，2 分； 4.只有建议，没有知识，1 分 17.（8 分） 区委发挥总揽全局、协调各方的领导核心作用，打破部门壁垒；政府依法行政，坚持以人民为中心， 确定公共休闲空间等，履行公共服务、环境保护的职能；"
"2025延庆一模","20(2)","选必一《当代国际政治与经济》","main","2025延庆一模细则.docx","included","选必一材料-触发-答题点总框架.md#7-供应链成为国际合作的共赢链","全球产供链韧性与稳定、反脱钩断链、共同利益、高水平开放和经济全球化优化方向","none","2025延庆一模细则.docx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|给分|替代|分）","示例","开征求意见是开门立法的重大实践，通过科学立法、民主立法、依法立法更好回应社会关切，凝聚共识，提高民营经济促进法立法质量。（2分） 不断完善涉及民营经济发展的法律法规体系，从法律层面明确民营经济的地位和作用，保障民营经济的合法权，为民营经济提供坚实的法治保障。（2分） 坚持党的领导、人民当家作主与依法治国有机结合，为民营经济提供了坚实的制度保障和良好的发展环境（2分） 细则：协商民主1分，结合材料分析1分（落脚在凝聚共识方面）；科学立法、民主立法、依法立法（可替代）1分，结合材料分析1分（落在共识或护航）。完善法律体系或从法律层面明确民营经济地位1分，结合材料分析1分（落在护航）。“有机结合”1分，材料分析1分（总括），只党的领导1分。 （7分） 答案：采用分析与综合、质量互变，辩证否定，矛盾分析法等 示例： 把握辩证分合，分析低空经济面临的各种问题，在分析的基础上综合加以认识，找出解决之策。（3分）把握辩证思维的整体性和动态性。（1分）坚持用联系、发展、矛盾的观点看问题。加强产业上下游企业之间的联系和合作，挖掘低空经济自身的优势，集中力量解决空域管理问题。（3分） 细则：辩证思维的特征"
"2025海淀期中","16(2)","选必一《当代国际政治与经济》","main","2025海淀期中细则.docx","included","选必一材料-触发-答题点总框架.md#12-产业发展题中的国际市场国际资源","企业出海混合经济题；只取国际市场、两种资源两个市场、经济全球化、国际组织和全球经济治理链","none","2025海淀期中细则.docx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","分）","","海淀区2024-2025学年高三年级第一学期期中练习 本部分共15题，每题3分，共45分。 本部分共6题，共55分。 16．（11分） （1）可从生产技术、产品质量、消费方式、市场需求等角度回答。 （2）咖啡企业应客观看待“出海”的机遇与挑战，制定正确的经营战略，重视对海外市场的考察研究，在充分了解市场信息的基础上，通过提高自主创新能力形成自己的竞争优势。政府可以通过税收优惠等政策鼓励、支持企业积极参与经济全球化，充分利用国际国内两种资源、两个市场，打造稳定供应链，降低生产成本。面对国际贸易中出现的贸易摩擦，我国政府和企业要共同携手，充分利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业“出海”营造良好的国际环境。 17．（6分） 财政补贴、税收优惠等政策有助于降低瞪羚企业经营成本，增强企业的创新活力和投资积极性。融资支持政策有助于降低瞪羚企业融资成本，帮助企业解决资金问题，扩大生产规模，推动企业快速发展。人才引进支持政策有助于瞪羚企业吸纳更多高素质人才，提高生产技术水平和研发能力，不断培育竞争新优势。 18．（8分） “五民工作法”启示我们发展基层民主要坚持党的领导，发挥"
"2025昌平二模","21","选必一《当代国际政治与经济》","main","2025昌平二模细则.pptx","included","选必一材料-触发-答题点总框架.md#9-外商投资条例全球服务伙伴计划数据出境负面清单通关模式创新","稳外资行动方案；细则明确吸引外资、国际营商环境、两种资源两个市场、开放合作平台和全球经济治理话语权","none","2025昌平二模细则.pptx","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|给分|得分|替代|说明|分）","","分） [ppt/slides/slide13.xml] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。 李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权。 刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权，属于侵权行为，应承担侵权责任。 评分细则： ● 著作权法规定著作权人限于自然人、法人或非法人组织，李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护。（法律依据： 法律保护著作权 角度 ，1分 。替代：著作权法规定 著作权人对其作品享有广泛的权利） ●刘某未经许可将其作为配图使用且抹去水印 侵害了李某的 信息网络传播权 和 署名权 （二选一， 1 分） ●能够结合材料 说出 李某虽然使用了 ai ，但具备 “ 智力成果 ” 和 “ 独创性 ” 要件，受到著作权法保护，享有著作权 （围绕争议，结合材料论述） ， 或 鼓励创新 （阐述意义） （ 1 分） （言之成理即可得分，但不重复给分。） [ppt/slides/slide14.x"
"2025西城期末","20(2)","选必一《当代国际政治与经济》","main","2025西城期末细则.pdf","included","选必一材料-触发-答题点总框架.md#12-产业发展题中的国际市场国际资源","汽车出口和贸易壁垒；细则明确国际规则、国际组织权利、出口市场多元化、走出去和贸易壁垒应对","none","2025西城期末细则.pdf","rubric","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|给分|说明|分）|分)","","就是对立统一，要一分为二辩证看问题，技术恐惧具有两面性。 人们对技术的担心、质疑，一方面抵制着技术进步，也从另一方面促使新技术及其配 套的政策法规不断完善，推动新事物发展； 或矛盾具有普遍性，面对新技术带来的问题，应坚持问题导向，敢于直面矛盾， 积极寻找正确方法解决矛盾，应承认矛盾热情支持和保护新事物，促使其成长壮大； 角度4-价值选择 价值观具有导向作用/正确价值判断和价值选择要符合客观规律，符 合人民的根本利益，科技要以人为本，要关注受技术变革冲击的群体，既要有科学精 神又要有人文关怀等。 评阅解析：等级 3-5-7 要求从三个维度或从三个原理分析说明（理想答案：为什么-辩证看-怎么办） 3 分 以上任意一个角度，哲学原理1 分，对应分析1 分，扣题深入解释1 分 哲学原理一点深入3 分，有技术恐惧的情境但不能分析解释得2 分 5 分 以上任意两个角度，至少一点深入，得5 分 6-7 分 以上任意三个角度，至少一点深入，有逻辑 罗列知识，出现以上原理的，每个原理给1 分，不超过3 分； 答题写出技术恐惧，情境给1 分 如果没有恰当的原理，只写出意识、社会意识的，总分不给0 分，给1"
"2026房山一模","16(1)","选必一《当代国际政治与经济》","main","2026房山一模细则.docx","included","选必一材料-触发-答题点总框架.md#9-外商投资条例全球服务伙伴计划数据出境负面清单通关模式创新","口岸数字化和外贸龙头混合经济题；只取跨境制度成本、贸易自由便利、共建一带一路和高水平开放链","none","2026房山一模细则.docx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|细则|阅卷|说明|赋分|分）","参考答案|答案示例|示例","房山高三政治一模评分细则 16（1）参考答案： 依托区位优势，为构建新发展格局，推动经济高质量发展贡献力量。通过口岸数字化转型、培育外贸龙头企业等措施，发展开放型经济，不断推进高水平对外开放；形成“以绿制绿”产业新生态，培育新质生产力，完整准确全面贯彻绿色发展理念，建设美丽中国；发展农业特色产业，以产业振兴推动推动乡村振兴；培育文化新业态新模式，以新供给创造新需求，激发消费潜力，满足人民美好生活需要，实现共享发展。 16（1）细则（1+1）*3+1=7 依托区位优势，为构建新发展格局，推动经济高质量发展贡献力量（1分） （任写出3条6分） ♣2分【政府/市场→开放】 政府履行公共服务、市场监管经济职能/，发挥市场在资源配置的决定性作用/降低跨境制度性成本、促进贸易自由化便利化→建设贸易强国/共建“一带一路”高质量发展/高水平对外开放/开放发展 ♣2分【产业、企业→供给】推动产业结构优化升级/企业发挥科技创新主体作用→培育新质生产力/供给侧结构性改革 ♣2分 【新发展理念】完整准确全面贯彻创新/绿色/开放等新发展理念→加快产业智能化、绿色化转型发展培育新业态新产业→ 建设美丽中国 ♣2分"
"2026西城一模","20(2)","选必一《当代国际政治与经济》","main","2026西城一模细则.docx","included","选必一材料-触发-答题点总框架.md#7-供应链成为国际合作的共赢链; #20-亚太合作共同开放包容","中国-东盟自贸区3.0；细则明确标准规则降成本、贸易投资自由便利、供应链协同、发展中国家话语权和全球经济治理改革","none","2026西城一模细则.docx","rubric","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|标准|给分|不得分|得分|每个角度|说明|分）|分)","","分 结合法条内容，分析合理 1分 ●意义价值（2分） 平衡个人利益和生态公共利益/公共利益/社会利益 1分 促进资源开发利用绿色转型/推动可持续发展/节约资源保护环境 1分 18.运用《经济与社会》知识，解释该一揽子政策对稳定经济运行的作用。(7分) 【细则】 ●直接作用（5分） 降低中小微企业融资成本/减轻企业贷款压力 1分 分担信贷风险 1分 破解企业融资难题与金融机构放贷顾虑/提高企业贷款意愿 1分 稳定重点产业链/促进产业结构优化升级 1分 ●联动效果（3分） 引导金融资源和社会资金向实体经济集聚 1分 优化资源配置/保障就业/扩大内需/促进供给侧结构性改革/促进非公经济发展/激发市场主体活力 （任意2点2分） 19（1）遵循民主程序要求，将右图最后一环节补充完整。（1分） 【细则】 与民主监督相关，如民主监督/村民监督/民众监督/民主督事/共同监督事的实施/村民监事/监督权、民主评议等。 （2）结合材料，运用《政治与法治》知识，谈谈“云端+院落夜话”议事机制是如何破解“一连串难题”的。（7分） 【细则】 ①坚持党的领导/村党委领导/发挥基层党组织战斗堡垒作用 1分（党员先锋作"
"2024西城一模","19(6)","选必一《当代国际政治与经济》","main","2024西城一模细则.docx","included","选必一材料-触发-答题点总框架.md#11-未来产业国际科创合作产业链韧性","未来产业国际市场与国际竞争；细则明确两个市场两种资源、技术合作、国家安全、贸易规则话语权和制度型开放","none","2024西城一模细则.docx","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|标准|给分|得分|每点|替代|赋分|分）","答案示例|示例","从以下角度作答：生态价值观，构建人与自然生命共同体，人与自然和谐共生的现代化，实践与认识，客观规律与主观能动性，联系与发展，对立统一，否定之否定；等等。 【附中版补充】①出三个知识点，每个知识点3（2理论+1材料）分； ②如果没有出现“是为怎”三个层面中的两个层面，则扣2分； ③怎么做角度如果未出“价值观”，则扣1分； 18．（8分） （1）依据诉讼法规定的回避制度，当书记员有下列情形之一的，当事人有权申请其回避：是本案当事人或者当事人、诉讼代理人近亲属的；与本案有利害关系的；与本案当事人、诉讼代理人有其他关系（比如师生、同学、朋友等），可能影响对案件公正审理的。书记员接受当事人、诉讼代理人请客送礼，或者违反规定会见当事人、诉讼代理人的，当事人有权要求他们回避。考生可选择上述情形之一作答。（1分） 答案示例一：书记员小袁是被上诉人郭某三儿子的学生。 答案示例二：书记员小袁是被上诉人郭某二儿子的朋友。 （2）错误：辩护人。改为：诉讼代理人。（1分） （3）成年子女对父母有赡养的义务。（1分）赡养父母，要求子女经济上供养父母、生活上照料父母、精神上慰藉父母，照顾父母的特殊需要，使父母幸福安"
"2024丰台二模","18(3)","选必一《当代国际政治与经济》","main","2024丰台二模细则.docx","included","选必一材料-触发-答题点总框架.md#12-产业发展题中的国际市场国际资源","经济与社会角度混合题；只取对外开放、国内国际双循环、两个市场两种资源、比较优势和对外合作交流部分","none","2024丰台二模细则.docx","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","评分|标准|给分|每个角度|采意|替代|说明|赋分|分）|分)","参考答案","意为居民服务。通过开展民主协商、民主管理、民主决策实践，多渠道倾听居民意见、多途径整合地区资源、多举措协调各方参与，形成了党建引领、多方共治、全民参与的基层多元共治格局，为群众排忧解难，共建和谐美丽社区，提升了基层治理效能。 【拓展答案】： 党总揽全局、协调各方替代在党组织的领导下； 坚持全过程人民民主替代开展民主协商、民主管理、民主决策实践； 一切为了人民、一切依靠人民、发展的成果有人民共享代替坚持以人民为中心。 评分标准说明：本题7分，评分坚持采点采意相结合。“党组织领导”1分，“坚持以人民为中心”1分，“开展民主协商、民主管理、民主决策实践”2分（答出两点即得2分），“多渠道倾听居民意见、多途径整合地区资源、多举措协调各方参与”1分（表述意思达成即得1分），“形成了党建引领、多方共治、全民参与的基础多元共治格局”1分，“为群众排忧解难，共建和谐美丽社区，提升了基层治理效能”1分（表述扣题、有传导路径并升华即得1分）。 17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例"
"2024西城二模","19","选必一《当代国际政治与经济》","main","2024西城二模细则.docx","included","选必一材料-触发-答题点总框架.md#16-同球共济共同应对全球问题","人类命运共同体和国际秩序题；细则明确利益交汇、全球协作、公正合理国际秩序、国际关系民主化和真正多边主义","none","2024西城二模细则.docx","rubric","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx","rubric-or-scoring-context","Can support hard rubric wording after separating scoring rules from answer prose.","细则|给分|每点|采意|分）","","度与措施，强化各级人民政府的耕地保护职责，夯实粮食安全根基。（1分，二选一）人民法院公正司法，（2分）为保护土地资源安全、粮食安全和生态环境安全提供有力的司法服务和保障。（1分）最高人民法院利用典型案例宣传教育，（2分）增强保护农用地人人有责、破坏担责的法治意识，推动全社会共同守护耕地，维护中华民族永续发展的根基。（2分，多选一） 细则： 健全国家保护农用地的各项制度与措施，变通：法律体系、纳入法制轨道、有法可依 强化各级人民政府的耕地保护职责，变通：政府履行职能、政府依法行政（管理、治理、办事） 公正司法，变通：“事实为依据，法律为准绳” 利用典型案例宣传教育，替换：示范引领、发挥司法的规则引领与价值导向功能 法治意识，替换：全民守法、尊法 注：农用地包括耕地。国家出台法律、最高人民法院发布典型案例均为保护农用地。 （3）（6分） 国投集团发挥国有经济的主导作用，带动其他所有制经济，（1分，二选一）共同解决农业农村发展过程中的生产要素供给和配置问题。（1分）通过产业振兴服务国家乡村振兴战略和区域协调发展战略，结合各地资源禀赋开展投资，延展农业产业链，培育农村新产业新业态，（2分）可以"
